2022-05-23 20:35:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|9.1|6.6|72.9|1877664|872864|35
2022-05-23 20:40:45|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|15.1|8.7|70.0|1877664|904527|40
2022-05-23 20:45:48|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|17.0|8.8|71.0|1877664|914527|41
2022-05-23 20:50:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|16.0|8.8|75.0|1877664|894527|39
2022-05-23 20:55:40|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|18.0|8.4|72.0|1877664|910645|42
2022-05-23 21:00:10|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|16.0|8.8|70.0|1877664|927602|40
2022-05-23 21:05:48|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|20.0|8.8|69.0|1877664|931134|43
2022-05-23 21:10:45|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|18.0|8.8|70.0|1877664|900100|44
2022-05-23 21:15:42|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|19.0|8.8|73.0|1877664|898910|42
2022-05-23 21:20:41|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|21.0|8.8|75.0|1877664|934527|44
2022-05-23 21:25:30|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|20.0|8.8|74.0|1877664|921166|45
2022-05-23 21:30:49|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|19.0|8.8|71.0|1877664|915472|42
2022-05-23 21:35:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|18.2|6.6|70.9|1877664|902864|40
2022-05-23 21:40:45|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|21.3|8.7|68.0|1877664|937524|44
2022-05-23 21:45:48|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|20.1|8.8|67.0|1877664|915568|43
2022-05-23 21:50:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|23.5|8.8|65.0|1877664|944478|46
2022-05-23 21:55:40|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|22.3|8.4|67.0|1877664|937733|44
2022-05-23 22:00:10|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|21.4|8.8|69.0|1877664|921098|40
2022-05-23 22:05:48|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|22.2|8.8|68.0|1877664|939910|43
2022-05-23 22:10:45|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|22.7|8.8|66.0|1877664|941188|44
2022-05-23 22:15:42|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.3|8.8|64.0|1877664|951046|46
2022-05-23 22:20:41|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|22.6|8.8|68.0|1877664|932912|42
2022-05-23 22:25:30|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.9|8.8|66.0|1877664|945218|45
2022-05-23 22:30:49|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.1|8.8|65.0|1877664|924496|44
2022-05-23 22:35:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.3|6.6|64.2|1877664|932864|45
2022-05-23 22:40:45|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|25.5|8.7|62.3|1877664|944527|46
2022-05-23 22:45:48|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.6|8.8|64.8|1877664|934527|44
2022-05-23 22:50:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|25.7|8.8|61.0|1877664|964527|47
2022-05-23 22:55:40|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.4|8.4|64.2|1877664|950645|45
2022-05-23 23:00:10|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|25.2|8.8|63.7|1877664|947602|46
2022-05-23 23:05:48|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|25.4|8.8|64.4|1877664|941134|48
2022-05-23 23:10:45|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.3|8.8|62.8|1877664|950100|46
2022-05-23 23:15:42|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|25.9|8.8|61.7|1877664|998910|50
2022-05-23 23:20:41|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.7|8.8|63.3|1877664|974527|47
2022-05-23 23:25:30|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.8|8.8|62.6|1877664|991166|48
2022-05-23 23:30:49|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|24.9|8.8|60.7|1877664|1005472|49
2022-05-23 23:35:43|myhadoop|192.168.110.151|00:0c:29:49:e2:9c|root|25.0|6.6|60.4|1877664|1002864|49
